"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","학교특성","분교여부","설립유형","주야구분","개교기념일","설립일","법정동코드","주소내역","상세주소내역","우편번호","학교도로명 우편번호","학교도로명 주소","학교도로명 상세주소","위도","경도","전화번호","팩스번호","홈페이지 주소","남녀공학 구분","폐교여부","폐교일자","휴교여부"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001064","대전외삼중학교","03","공립","","N","단설","주간","20050301","20050301","3020013900","대전광역시 유성구 반석동","614번지.","305150","34067","대전광역시 유성구 반석동로 75","(반석동, 외삼중학교)","36.3942573736","127.3102118079","042-332-1049","042-332-1057","http://oesamms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060001065","대전구봉중학교","03","공립","","N","단설","주간","20060605","20060301","3017011600","대전광역시 서구 관저동","1132.","302812","35372","대전광역시 서구 관저서로 86","(관저동, 대전구봉중학교)","36.3004315509","127.3299732513","042-540-7500","042-544-7558","http://gubongms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001066","대전두리중학교","03","공립","","N","단설","주간","20060303","20051102","3020014700","대전광역시 유성구 송강동","162.","305802","34005","대전광역시 유성구 와룡로 37","(송강동)","36.4286276899","127.3812455047","042-935-8613","042-935-8618","http://durims.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060001084","대전대청중학교","03","공립","","N","단설","주간","20060301","20060301","3023012600","대전광역시 대덕구 신탄진동","15-1번지.","306814","34308","대전광역시 대덕구 신탄진동로 81","(신탄진동, 대청중학교)","36.4489620984","127.4378086668","042-934-8860","042-934-8858","http://djdcms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001090","대전자운중학교","03","공립","","N","단설","주간","20060301","20060301","3020013500","대전광역시 유성구 신봉동","208.","305154","34059","대전광역시 유성구 자운로97번길 356","(신봉동, 자운중학교)","36.4111166499","127.3380265591","042-867-9371","042-867-9372","http://jaunms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001116","대전하기중학교","03","공립","","N","단설","주간","20060301","20060301","3020013200","대전광역시 유성구 하기동","520번지.","305358","34098","대전광역시 유성구 송림로48번길 6-30",", 대전하기중학교 (하기동, 대전하기중학교)","36.385859198","127.3221887661","042-714-0650","042-824-8369","http://hagims.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001117","대전동화중학교","03","공립","","N","단설","주간","20060301","20060301","3020014600","대전광역시 유성구 관평동","1281번지.","305509","34020","대전광역시 유성구 관평2로 43","(관평동)","36.4228903004","127.3897990349","042-935-9617","042-935-9616","http://djdhms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060001118","대전괴정중학교","03","공립","","N","단설","주간","20060301","20060301","3017010800","대전광역시 서구 괴정동","120번지.","302816","35291","대전광역시 서구 가장로 15","(괴정동,대전괴정중학교)","36.3403928737","127.3788144582","042-530-1700","042-530-1731","http://goejeong35ms.djsch.kr/","남녀공학","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060001135","대전글꽃중학교","03","공립","","N","단설","주간","20070301","20070301","3014011600","대전광역시 중구 문화1동","1-259.","301131","34957","대전광역시 중구 계룡로918번길 103","(문화동, 대전글꽃중학교)","36.3184715483","127.4086859462","042-250-0347","042-250-0319","http://gkms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060001139","대전은어송중학교","03","공립","","N","단설","주간","20070301","20070301","3011013900","대전광역시 동구 대성동","134.","300210","34698","대전광역시 동구 동구청로 26","(대성동, 대전은어송중학교)","36.3003797828","127.461118055","042-281-5500","042-286-0269","http://eesms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001174","대전관평중학교","03","공립","","N","단설","주간","20080504","20071217","3020014600","대전광역시 유성구 관평동","901.","305509","34021","대전광역시 유성구 테크노4로 132",", 대전 관평중학교 (관평동,관평중학교)","36.4249113415","127.3879446918","042-671-0811","042-671-0820","http://gpms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001180","대전봉명중학교","03","공립","","N","단설","주간","20110301","20110301","3020011100","대전광역시 유성구 봉명동","274-10.","305301","34189","대전광역시 유성구 계룡로132번길 71","(봉명동, 대전봉명중학교)","36.3496908884","127.344997554","042-820-4800","042-826-6878","http://djbmms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060001217","대전도안중학교","03","공립","","N","단설","주간","20120301","20120301","3017011500","대전광역시 서구 도안동","1367번지.","302318","35355","대전광역시 서구 원도안로 160","(도안동, 대전도안중학교)","36.3179638685","127.345666142","042-545-9701","042-545-9705","http://doanms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001245","대전덕명중학교","03","공립","","N","단설","주간","20120301","20120301","3020011300","대전광역시 유성구 덕명동","15-8.","305320","34159","대전광역시 유성구 학하중앙로 61",", 대전덕명중학교 (덕명동, 대전덕명중학교)","36.3460601354","127.3027351156","042-364-1600","042-825-1678","http://ddmms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001290","대전새미래중학교","03","공립","","N","단설","주간","20140301","20140301","3020012000","대전광역시 유성구 지족동","1045번지.","305330","34074","대전광역시 유성구 지족동로 55","(지족동)","36.3792284764","127.3049855252","042-828-3800","042-828-3810","http://smrms.djsch.kr/","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001375","대전원신흥중학교","03","공립","","N","단설","주간","20220201","20220301","3020011400","대전광역시 유성구 원신흥동",".","","34195","대전광역시 유성구 동서대로735번길 20","(원신흥동)","36.333077619","127.3453319348","042-820-5600","042-826-9031","https://wshms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001384","대전둔곡중학교","03","공립","","N","단설","주간","20240901","20240901","3020015200","대전광역시 유성구 둔곡동 261-4",".","","34002","대전광역시 유성구 과학인재4길 10","(둔곡동)","36.4533443959","127.3646271446","042-620-9700","042-620-9890","https://dungokms.djsch.kr/main.do","남녀공학","N","","N"
